iter,Ux,Uy,k,omega,p
333,2.924040e-06,1.445300e-04,8.019860e-06,1.690430e-07,1.364510e-05
334,2.816640e-06,1.406620e-04,7.866800e-06,1.635520e-07,1.338670e-05
335,2.712550e-06,1.369710e-04,7.715460e-06,1.582500e-07,1.318620e-05
336,2.611930e-06,1.332490e-04,7.565840e-06,1.531330e-07,1.292920e-05
337,2.514470e-06,1.296920e-04,7.417950e-06,1.481970e-07,1.272180e-05
338,2.420390e-06,1.261050e-04,7.271820e-06,1.434400e-07,1.246710e-05
339,2.329280e-06,1.226680e-04,7.127470e-06,1.388590e-07,1.227190e-05
340,2.241500e-06,1.192080e-04,6.984930e-06,1.344520e-07,1.203580e-05
341,2.156590e-06,1.159130e-04,6.844210e-06,1.302180e-07,1.183710e-05
342,2.074880e-06,1.125830e-04,6.705330e-06,1.261500e-07,1.160050e-05
343,1.995870e-06,1.094140e-04,6.568220e-06,1.222470e-07,1.139750e-05
344,1.919980e-06,1.062110e-04,6.432890e-06,1.185040e-07,1.116460e-05
345,1.846630e-06,1.031530e-04,6.299370e-06,1.149180e-07,1.097990e-05
346,1.776350e-06,1.000700e-04,6.167670e-06,1.114870e-07,1.076940e-05
347,1.708500e-06,9.714980e-05,6.037830e-06,1.082080e-07,1.058610e-05
348,1.643540e-06,9.419070e-05,5.909850e-06,1.050770e-07,1.037370e-05
349,1.580890e-06,9.139060e-05,5.783740e-06,1.020890e-07,1.018850e-05
350,1.520950e-06,8.853740e-05,5.667610e-06,9.924850e-08,9.989350e-06
351,1.461080e-06,8.588960e-05,5.541050e-06,1.351560e-07,9.861170e-06
352,1.405720e-06,8.328450e-05,5.422370e-06,9.934250e-08,9.673450e-06
353,1.350790e-06,8.080590e-05,5.298030e-06,1.335420e-07,9.540350e-06
354,1.299900e-06,7.831010e-05,5.176400e-06,1.004470e-07,9.339100e-06
355,1.251580e-06,7.587870e-05,5.065890e-06,9.789190e-08,9.151190e-06
356,1.203250e-06,7.335990e-05,4.946510e-06,1.299250e-07,8.991200e-06
357,1.158700e-06,7.105600e-05,4.834940e-06,9.534140e-08,8.838400e-06
358,1.114810e-06,6.868460e-05,4.718830e-06,1.264060e-07,8.681070e-06
359,1.074540e-06,6.648890e-05,4.610660e-06,9.523240e-08,8.523460e-06
360,1.034600e-06,6.421100e-05,4.497970e-06,1.254050e-07,8.358170e-06
361,9.983030e-07,6.207920e-05,4.393150e-06,9.410390e-08,8.211750e-06
362,9.622030e-07,5.988350e-05,4.284060e-06,1.237770e-07,8.059930e-06
363,9.298630e-07,5.785460e-05,4.182730e-06,9.287330e-08,7.912840e-06
364,8.976680e-07,5.574600e-05,4.077190e-06,1.223580e-07,7.753950e-06
365,8.691940e-07,5.380020e-05,3.979310e-06,9.159130e-08,7.607820e-06
366,8.405930e-07,5.175510e-05,3.877280e-06,1.212380e-07,7.460070e-06
367,8.159270e-07,4.991620e-05,3.782820e-06,9.033520e-08,7.315040e-06
368,7.908890e-07,4.796760e-05,3.684220e-06,1.204380e-07,7.162500e-06
369,7.696860e-07,4.619170e-05,3.593150e-06,8.901240e-08,7.033850e-06
370,7.480080e-07,4.435410e-05,3.500110e-06,1.170070e-07,6.868920e-06
371,7.297970e-07,4.219390e-05,3.414660e-06,8.500190e-08,6.740710e-06
372,7.115440e-07,4.008510e-05,3.325190e-06,1.137880e-07,6.577190e-06
373,6.969000e-07,3.828900e-05,3.242790e-06,8.364980e-08,6.450850e-06
374,6.823270e-07,3.657800e-05,3.156070e-06,1.130670e-07,6.291610e-06
375,6.701790e-07,3.509310e-05,3.076250e-06,8.214150e-08,6.175600e-06
376,6.582490e-07,3.361790e-05,2.992250e-06,1.120580e-07,6.019270e-06
377,6.476690e-07,3.226350e-05,2.914970e-06,8.074820e-08,5.921880e-06
378,6.376940e-07,3.090720e-05,2.833690e-06,1.110420e-07,5.782710e-06
379,6.283710e-07,2.967470e-05,2.759010e-06,7.939700e-08,5.690010e-06
380,6.200080e-07,2.840280e-05,2.680540e-06,1.099240e-07,5.549040e-06
381,6.115870e-07,2.724060e-05,2.608540e-06,7.807570e-08,5.453280e-06
382,6.044930e-07,2.604850e-05,2.532900e-06,1.087110e-07,5.310620e-06
383,5.966760e-07,2.492880e-05,2.463540e-06,7.678590e-08,5.227810e-06
384,5.905830e-07,2.382060e-05,2.390730e-06,1.074540e-07,5.101830e-06
385,5.834240e-07,2.282070e-05,2.324050e-06,7.552820e-08,5.021690e-06
386,5.780820e-07,2.179900e-05,2.254100e-06,1.061100e-07,4.897110e-06
387,5.713020e-07,2.086950e-05,2.190100e-06,7.427180e-08,4.815720e-06
388,5.665000e-07,1.992450e-05,2.123010e-06,1.046840e-07,4.691860e-06
389,5.600080e-07,1.907060e-05,2.061680e-06,7.301340e-08,4.609790e-06
390,5.554800e-07,1.816440e-05,1.997420e-06,1.031820e-07,4.498450e-06
391,5.493400e-07,1.738570e-05,1.938730e-06,7.179280e-08,4.431300e-06
392,5.453260e-07,1.661570e-05,1.877280e-06,1.016600e-07,4.324510e-06
393,5.395610e-07,1.591550e-05,1.821210e-06,7.057200e-08,4.258640e-06
394,5.356260e-07,1.521580e-05,1.762510e-06,1.000650e-07,4.154370e-06
395,5.302330e-07,1.457530e-05,1.709010e-06,6.935130e-08,4.087610e-06
396,5.263000e-07,1.394450e-05,1.649350e-06,9.841280e-08,3.983580e-06
397,5.216910e-07,1.338620e-05,1.589770e-06,1.255030e-07,3.932480e-06
398,5.159340e-07,1.278760e-05,1.537680e-06,6.735260e-08,3.829400e-06
399,5.119220e-07,1.227750e-05,1.481880e-06,9.553860e-08,3.782660e-06
400,5.072960e-07,1.180820e-05,1.427190e-06,1.218980e-07,3.701080e-06
401,5.019590e-07,1.138040e-05,1.379700e-06,6.780270e-08,3.643190e-06
402,4.976680e-07,1.094080e-05,1.327830e-06,9.500030e-08,3.558070e-06
403,4.926660e-07,1.054920e-05,1.277700e-06,1.204610e-07,3.520930e-06
404,4.874960e-07,1.017030e-05,1.234510e-06,6.734920e-08,3.422100e-06
405,4.829430e-07,9.812320e-06,1.186430e-06,9.355720e-08,3.377610e-06
