iter,Ux,Uy,k,omega,p
333,7.597770e-04,6.833200e-01,3.754820e-03,1.207230e-03,7.122580e-01
334,5.765210e-04,6.246130e-01,4.238860e-03,6.379720e-04,2.767440e-01
335,5.829040e-04,5.486110e-01,5.846170e-03,1.073400e-03,8.843270e-01
336,7.380850e-04,5.744330e-01,6.028350e-03,1.648780e-03,2.581280e-01
337,7.419560e-04,6.913990e-01,3.713930e-03,1.190560e-03,8.222980e-01
338,5.595040e-04,6.082590e-01,4.229030e-03,6.353270e-04,2.741040e-01
339,5.687750e-04,5.844460e-01,5.839610e-03,1.079890e-03,7.269740e-01
340,7.250610e-04,5.761560e-01,5.965190e-03,1.640710e-03,2.676330e-01
341,7.243110e-04,6.807280e-01,3.722590e-03,1.185410e-03,9.140050e-01
342,5.472500e-04,6.019370e-01,4.180790e-03,6.311620e-04,2.781910e-01
343,5.536400e-04,6.270930e-01,5.810270e-03,1.072110e-03,6.512860e-01
344,7.107660e-04,6.038490e-01,5.939960e-03,1.633500e-03,2.767080e-01
345,7.103870e-04,6.867190e-01,3.686670e-03,1.177090e-03,8.554430e-01
346,5.329070e-04,6.148720e-01,4.150340e-03,6.243010e-04,2.776020e-01
347,5.398660e-04,5.960270e-01,5.776410e-03,1.065690e-03,6.728900e-01
348,6.980610e-04,6.262550e-01,5.907620e-03,1.626840e-03,2.754620e-01
349,6.968950e-04,7.259070e-01,3.654990e-03,1.170600e-03,8.341710e-01
350,5.200400e-04,6.242890e-01,4.117960e-03,6.185790e-04,2.736270e-01
351,5.269510e-04,5.979300e-01,5.742040e-03,1.059850e-03,6.707950e-01
352,6.861290e-04,6.321130e-01,5.874480e-03,1.620610e-03,2.748230e-01
353,6.841920e-04,7.471880e-01,3.624140e-03,1.164490e-03,8.398440e-01
354,5.079200e-04,6.401360e-01,4.086180e-03,6.130780e-04,2.740620e-01
355,5.149510e-04,6.127690e-01,5.708560e-03,1.054260e-03,6.726360e-01
356,6.754150e-04,6.432260e-01,5.841950e-03,1.614640e-03,2.754280e-01
357,6.721510e-04,7.609350e-01,3.594180e-03,1.158620e-03,8.309860e-01
358,4.967130e-04,6.522860e-01,4.055520e-03,6.077820e-04,2.746510e-01
359,5.037570e-04,6.228330e-01,5.676290e-03,1.048880e-03,6.803200e-01
360,6.655890e-04,6.521400e-01,5.810400e-03,1.608930e-03,2.755520e-01
361,6.609890e-04,7.624500e-01,3.565340e-03,1.153000e-03,8.230130e-01
362,4.862220e-04,6.627470e-01,4.026080e-03,6.027230e-04,2.743470e-01
363,4.933320e-04,6.334260e-01,5.645280e-03,1.043740e-03,6.854200e-01
364,6.569330e-04,6.519180e-01,5.780030e-03,1.603480e-03,2.752920e-01
365,6.506780e-04,7.605930e-01,3.537780e-03,1.147630e-03,8.197210e-01
366,4.764170e-04,6.679150e-01,3.998060e-03,5.979060e-04,2.741870e-01
367,4.836950e-04,6.450130e-01,5.615750e-03,1.038850e-03,6.889660e-01
368,6.493610e-04,6.512160e-01,5.751090e-03,1.598270e-03,2.753040e-01
369,6.410490e-04,7.542070e-01,3.511630e-03,1.142520e-03,8.160340e-01
370,4.672820e-04,6.696250e-01,3.971440e-03,5.933260e-04,2.741620e-01
371,4.747600e-04,6.526580e-01,5.587640e-03,1.034180e-03,6.931160e-01
372,6.426650e-04,6.544130e-01,5.723550e-03,1.593310e-03,2.752350e-01
373,6.320510e-04,7.493800e-01,3.486900e-03,1.137650e-03,8.124390e-01
374,4.589400e-04,6.682710e-01,3.946300e-03,5.889730e-04,2.740790e-01
375,4.665000e-04,6.571100e-01,5.560940e-03,1.029740e-03,6.968420e-01
376,6.370030e-04,6.582010e-01,5.697280e-03,1.588580e-03,2.751570e-01
377,6.237370e-04,7.471750e-01,3.463360e-03,1.133020e-03,8.094090e-01
378,4.512950e-04,6.654480e-01,3.922300e-03,5.848350e-04,2.740010e-01
379,4.588690e-04,6.591500e-01,5.535420e-03,1.025500e-03,7.004300e-01
380,6.318910e-04,6.632440e-01,5.672140e-03,1.584080e-03,2.750990e-01
381,6.160140e-04,7.469090e-01,3.440910e-03,1.128620e-03,8.062890e-01
382,4.442440e-04,6.618290e-01,3.899410e-03,5.808990e-04,2.739210e-01
383,4.518870e-04,6.607000e-01,5.511020e-03,1.021480e-03,7.037320e-01
384,6.271970e-04,6.687090e-01,5.648070e-03,1.579790e-03,2.750020e-01
385,6.088420e-04,7.485530e-01,3.419470e-03,1.124440e-03,8.038460e-01
386,4.376730e-04,6.585820e-01,3.877550e-03,5.771560e-04,2.738500e-01
387,4.454850e-04,6.624610e-01,5.487680e-03,1.017640e-03,7.068300e-01
388,6.228640e-04,6.735610e-01,5.625030e-03,1.575690e-03,2.749320e-01
389,6.021820e-04,7.509420e-01,3.399020e-03,1.120450e-03,8.014520e-01
390,4.317160e-04,6.562120e-01,3.856710e-03,5.735960e-04,2.737890e-01
391,4.396660e-04,6.643230e-01,5.465490e-03,1.013990e-03,7.097160e-01
392,6.188530e-04,6.772000e-01,5.603100e-03,1.571790e-03,2.748550e-01
393,5.960380e-04,7.522060e-01,3.379660e-03,1.116660e-03,7.993130e-01
394,4.262830e-04,6.557450e-01,3.837030e-03,5.702110e-04,2.737270e-01
395,4.343550e-04,6.668360e-01,5.444600e-03,1.010510e-03,7.127620e-01
396,6.151500e-04,6.792030e-01,5.582290e-03,1.568060e-03,2.747790e-01
397,5.904460e-04,7.522950e-01,3.361350e-03,1.113050e-03,7.974470e-01
398,4.213540e-04,6.572860e-01,3.818400e-03,5.669920e-04,2.736450e-01
399,4.294980e-04,6.700340e-01,5.424820e-03,1.007200e-03,7.158470e-01
400,6.117220e-04,6.786450e-01,5.562610e-03,1.564510e-03,2.747050e-01
401,5.852750e-04,7.513230e-01,3.344030e-03,1.109610e-03,7.968950e-01
402,4.168360e-04,6.606710e-01,3.800750e-03,5.639330e-04,2.735830e-01
403,4.251520e-04,6.734630e-01,5.406000e-03,1.004050e-03,7.161390e-01
404,6.085490e-04,6.754060e-01,5.543930e-03,1.561130e-03,2.747040e-01
405,5.804880e-04,7.497240e-01,3.327580e-03,1.106330e-03,7.960480e-01
406,4.128170e-04,6.653040e-01,3.784000e-03,5.610230e-04,2.736750e-01
407,4.213180e-04,6.768090e-01,5.388160e-03,1.001050e-03,7.188410e-01
408,6.056160e-04,6.710710e-01,5.526330e-03,1.557900e-03,2.746940e-01
409,5.761520e-04,7.483930e-01,3.312090e-03,1.103210e-03,7.919010e-01
410,4.092590e-04,6.705230e-01,3.768230e-03,5.582570e-04,2.735900e-01
411,4.181490e-04,6.794880e-01,5.371320e-03,9.981900e-04,7.227830e-01
412,6.029100e-04,6.665360e-01,5.509700e-03,1.554820e-03,2.744670e-01
413,5.721540e-04,7.479880e-01,3.297430e-03,1.100240e-03,7.918440e-01
414,4.060690e-04,6.756380e-01,3.753270e-03,5.556270e-04,2.734280e-01
415,4.153360e-04,6.809650e-01,5.355280e-03,9.954680e-04,7.223110e-01
416,6.003970e-04,6.626270e-01,5.493930e-03,1.551890e-03,2.744780e-01
417,5.684600e-04,7.485670e-01,3.283480e-03,1.097410e-03,7.917100e-01
418,4.033610e-04,6.800240e-01,3.739030e-03,5.531260e-04,2.735590e-01
419,4.129960e-04,6.808480e-01,5.339980e-03,9.928760e-04,7.246440e-01
420,5.980610e-04,6.597740e-01,5.478920e-03,1.549090e-03,2.745080e-01
421,5.651250e-04,7.499440e-01,3.270210e-03,1.094720e-03,7.893250e-01
422,4.010310e-04,6.831030e-01,3.725450e-03,5.507480e-04,2.734730e-01
423,4.110700e-04,6.795030e-01,5.325350e-03,9.904080e-04,7.266620e-01
424,5.958920e-04,6.577570e-01,5.464570e-03,1.546430e-03,2.743440e-01
425,5.620820e-04,7.518530e-01,3.257600e-03,1.092160e-03,7.886050e-01
426,3.991970e-04,6.851070e-01,3.712480e-03,5.484870e-04,2.734160e-01
427,4.093440e-04,6.770870e-01,5.311360e-03,9.880590e-04,7.281150e-01
428,5.938710e-04,6.567390e-01,5.450840e-03,1.543890e-03,2.743360e-01
429,5.592650e-04,7.542310e-01,3.245600e-03,1.089720e-03,7.872980e-01
430,3.979630e-04,6.861370e-01,3.700100e-03,5.463360e-04,2.733920e-01
431,4.077620e-04,6.745080e-01,5.297980e-03,9.858240e-04,7.295760e-01
432,5.919910e-04,6.562530e-01,5.437710e-03,1.541470e-03,2.742530e-01
433,5.567130e-04,7.567290e-01,3.234150e-03,1.087400e-03,7.864510e-01
434,3.972120e-04,6.864070e-01,3.688280e-03,5.442900e-04,2.733590e-01
435,4.063080e-04,6.721430e-01,5.285200e-03,9.836960e-04,7.308850e-01
436,5.902360e-04,6.563810e-01,5.425150e-03,1.539170e-03,2.742150e-01
437,5.543610e-04,7.590080e-01,3.223240e-03,1.085190e-03,7.854460e-01
438,3.965890e-04,6.862690e-01,3.676990e-03,5.423450e-04,2.733320e-01
439,4.049560e-04,6.702380e-01,5.272990e-03,9.816700e-04,7.323060e-01
440,5.886020e-04,6.567850e-01,5.413150e-03,1.536980e-03,2.741610e-01
441,5.522120e-04,7.609270e-01,3.212830e-03,1.083090e-03,7.845070e-01
442,3.960660e-04,6.860060e-01,3.666230e-03,5.404950e-04,2.732950e-01
443,4.037020e-04,6.690210e-01,5.261320e-03,9.797430e-04,7.334820e-01
444,5.870760e-04,6.571560e-01,5.401680e-03,1.534890e-03,2.741360e-01
445,5.502890e-04,7.622500e-01,3.202900e-03,1.081090e-03,7.836390e-01
446,3.956220e-04,6.858140e-01,3.655960e-03,5.387360e-04,2.732680e-01
447,4.025340e-04,6.683840e-01,5.250190e-03,9.779100e-04,7.347120e-01
448,5.856590e-04,6.575100e-01,5.390730e-03,1.532910e-03,2.740660e-01
449,5.485300e-04,7.629810e-01,3.193440e-03,1.079180e-03,7.828730e-01
450,3.952470e-04,6.855800e-01,3.646180e-03,5.370640e-04,2.732320e-01
451,4.014510e-04,6.681390e-01,5.239570e-03,9.761650e-04,7.357730e-01
452,5.843330e-04,6.578000e-01,5.380280e-03,1.531010e-03,2.740510e-01
453,5.469620e-04,7.630510e-01,3.184420e-03,1.077370e-03,7.821240e-01
454,3.949240e-04,6.853750e-01,3.636850e-03,5.354750e-04,2.732210e-01
455,4.004510e-04,6.682830e-01,5.229430e-03,9.745060e-04,7.375480e-01
456,5.831040e-04,6.581140e-01,5.370310e-03,1.529210e-03,2.740140e-01
457,5.456280e-04,7.619210e-01,3.175820e-03,1.075650e-03,7.768100e-01
458,3.946640e-04,6.853000e-01,3.627970e-03,5.339640e-04,2.731890e-01
459,3.995710e-04,6.685330e-01,5.219770e-03,9.729310e-04,7.418840e-01
460,5.819980e-04,6.578070e-01,5.360790e-03,1.527500e-03,2.736070e-01
461,5.443670e-04,7.612330e-01,3.167630e-03,1.074000e-03,7.766960e-01
462,3.944720e-04,6.848240e-01,3.619500e-03,5.325280e-04,2.729660e-01
463,3.986750e-04,6.688490e-01,5.210550e-03,9.714300e-04,7.409790e-01
464,5.809330e-04,6.583330e-01,5.351710e-03,1.525860e-03,2.736120e-01
465,5.432270e-04,7.604350e-01,3.159840e-03,1.072440e-03,7.769100e-01
466,3.943060e-04,6.840570e-01,3.611450e-03,5.311620e-04,2.730690e-01
467,3.978670e-04,6.693880e-01,5.201770e-03,9.700040e-04,7.421090e-01
468,5.799380e-04,6.589950e-01,5.343060e-03,1.524310e-03,2.736300e-01
469,5.422440e-04,7.596570e-01,3.152420e-03,1.070960e-03,7.758100e-01
470,3.941780e-04,6.832130e-01,3.603780e-03,5.298650e-04,2.730240e-01
471,3.971100e-04,6.699140e-01,5.193400e-03,9.686480e-04,7.432200e-01
472,5.790210e-04,6.597520e-01,5.334820e-03,1.522830e-03,2.735610e-01
473,5.413970e-04,7.590950e-01,3.145350e-03,1.069540e-03,7.753320e-01
474,3.940780e-04,6.824580e-01,3.596480e-03,5.286310e-04,2.729800e-01
475,3.963960e-04,6.704090e-01,5.185430e-03,9.673580e-04,7.438340e-01
476,5.781620e-04,6.606310e-01,5.326960e-03,1.521420e-03,2.735350e-01
477,5.406870e-04,7.587240e-01,3.138630e-03,1.068200e-03,7.748770e-01
478,3.940040e-04,6.818470e-01,3.589540e-03,5.274580e-04,2.729710e-01
479,3.957280e-04,6.709710e-01,5.177840e-03,9.661320e-04,7.446580e-01
480,5.773630e-04,6.614960e-01,5.319520e-03,1.520080e-03,2.735060e-01
481,5.401110e-04,7.585020e-01,3.132240e-03,1.066920e-03,7.743170e-01
482,3.939470e-04,6.814780e-01,3.582940e-03,5.263430e-04,2.729400e-01
483,3.951040e-04,6.715780e-01,5.170610e-03,9.649650e-04,7.453840e-01
484,5.766270e-04,6.623710e-01,5.312460e-03,1.518810e-03,2.734700e-01
485,5.396940e-04,7.585410e-01,3.126160e-03,1.065710e-03,7.738830e-01
486,3.939070e-04,6.813130e-01,3.576670e-03,5.252840e-04,2.729190e-01
487,3.945180e-04,6.723150e-01,5.163740e-03,9.638560e-04,7.460530e-01
488,5.759510e-04,6.631790e-01,5.305740e-03,1.517590e-03,2.734450e-01
489,5.394770e-04,7.586300e-01,3.120380e-03,1.064550e-03,7.734240e-01
490,3.938780e-04,6.813860e-01,3.570710e-03,5.242760e-04,2.728970e-01
491,3.939700e-04,6.730400e-01,5.157200e-03,9.628020e-04,7.467100e-01
492,5.753200e-04,6.638410e-01,5.299350e-03,1.516440e-03,2.734140e-01
493,5.394740e-04,7.587620e-01,3.114900e-03,1.063450e-03,7.729910e-01
494,3.938600e-04,6.815720e-01,3.565050e-03,5.233190e-04,2.728750e-01
495,3.934560e-04,6.738020e-01,5.150970e-03,9.617990e-04,7.473360e-01
496,5.747310e-04,6.644550e-01,5.293260e-03,1.515340e-03,2.733860e-01
497,5.395030e-04,7.589470e-01,3.109700e-03,1.062410e-03,7.725830e-01
498,3.938500e-04,6.818550e-01,3.559680e-03,5.224090e-04,2.728540e-01
499,3.929780e-04,6.745700e-01,5.145060e-03,9.608450e-04,7.479270e-01
500,5.741810e-04,6.649290e-01,5.287470e-03,1.514300e-03,2.733610e-01
501,5.395420e-04,7.591040e-01,3.104780e-03,1.061410e-03,7.722000e-01
502,3.938490e-04,6.821180e-01,3.554570e-03,5.215430e-04,2.728350e-01
503,3.925370e-04,6.752310e-01,5.139430e-03,9.599390e-04,7.485020e-01
504,5.736650e-04,6.653800e-01,5.281970e-03,1.513300e-03,2.733370e-01
505,5.395840e-04,7.593010e-01,3.100120e-03,1.060470e-03,7.718240e-01
506,3.938510e-04,6.823770e-01,3.549720e-03,5.207210e-04,2.728200e-01
507,3.921260e-04,6.758450e-01,5.134080e-03,9.590770e-04,7.490730e-01
508,5.731830e-04,6.658060e-01,5.276730e-03,1.512360e-03,2.733100e-01
509,5.396310e-04,7.594490e-01,3.095720e-03,1.059570e-03,7.714730e-01
510,3.938520e-04,6.826120e-01,3.545120e-03,5.199390e-04,2.727980e-01
511,3.917450e-04,6.764070e-01,5.129000e-03,9.582570e-04,7.499730e-01
512,5.727320e-04,6.662360e-01,5.271750e-03,1.511460e-03,2.733010e-01
513,5.396820e-04,7.596870e-01,3.091550e-03,1.058710e-03,7.708320e-01
514,3.938570e-04,6.827740e-01,3.540750e-03,5.191960e-04,2.727550e-01
515,3.913810e-04,6.768800e-01,5.124180e-03,9.574780e-04,7.501280e-01
516,5.723100e-04,6.666210e-01,5.267020e-03,1.510610e-03,2.732470e-01
517,5.397310e-04,7.599410e-01,3.087580e-03,1.057900e-03,7.709100e-01
518,3.938650e-04,6.829400e-01,3.536600e-03,5.184900e-04,2.727620e-01
519,3.910440e-04,6.773680e-01,5.119610e-03,9.567370e-04,7.508280e-01
520,5.719190e-04,6.670770e-01,5.262520e-03,1.509800e-03,2.732720e-01
521,5.397890e-04,7.602260e-01,3.083820e-03,1.057130e-03,7.702050e-01
522,3.938730e-04,6.830820e-01,3.532660e-03,5.178180e-04,2.727350e-01
523,3.907260e-04,6.777890e-01,5.115290e-03,9.560330e-04,7.515710e-01
524,5.715560e-04,6.675000e-01,5.258250e-03,1.509030e-03,2.732100e-01
525,5.398470e-04,7.605710e-01,3.080250e-03,1.056390e-03,7.699740e-01
526,3.938860e-04,6.832370e-01,3.528930e-03,5.171800e-04,2.727020e-01
527,3.904250e-04,6.781990e-01,5.111190e-03,9.553640e-04,7.518860e-01
528,5.712200e-04,6.679160e-01,5.254190e-03,1.508290e-03,2.732040e-01
529,5.399060e-04,7.608690e-01,3.076860e-03,1.055690e-03,7.697130e-01
530,3.938980e-04,6.834330e-01,3.525390e-03,5.165730e-04,2.726940e-01
531,3.901430e-04,6.786330e-01,5.107290e-03,9.547270e-04,7.518550e-01
532,5.709070e-04,6.682660e-01,5.250330e-03,1.507600e-03,2.731790e-01
533,5.399640e-04,7.611830e-01,3.073650e-03,1.055030e-03,7.697290e-01
534,3.939120e-04,6.836490e-01,3.522030e-03,5.159960e-04,2.727110e-01
535,3.898820e-04,6.790950e-01,5.103590e-03,9.541220e-04,7.525600e-01
536,5.706150e-04,6.685680e-01,5.246680e-03,1.506930e-03,2.731950e-01
537,5.400220e-04,7.614750e-01,3.070610e-03,1.054390e-03,7.690700e-01
538,3.939230e-04,6.838810e-01,3.518850e-03,5.154470e-04,2.726720e-01
539,3.896340e-04,6.795230e-01,5.100080e-03,9.535470e-04,7.532280e-01
540,5.703380e-04,6.687770e-01,5.243210e-03,1.506300e-03,2.731430e-01
541,5.400770e-04,7.617270e-01,3.067720e-03,1.053790e-03,7.688840e-01
542,3.939370e-04,6.841020e-01,3.515840e-03,5.149260e-04,2.726460e-01
543,3.894010e-04,6.799330e-01,5.096750e-03,9.530000e-04,7.535000e-01
544,5.700760e-04,6.689170e-01,5.239920e-03,1.505700e-03,2.731340e-01
545,5.401320e-04,7.619400e-01,3.064990e-03,1.053220e-03,7.686830e-01
546,3.939470e-04,6.843430e-01,3.512980e-03,5.144300e-04,2.726400e-01
547,3.891840e-04,6.802930e-01,5.093600e-03,9.524810e-04,7.538560e-01
548,5.698280e-04,6.689930e-01,5.236800e-03,1.505130e-03,2.731150e-01
549,5.401830e-04,7.621640e-01,3.062400e-03,1.052680e-03,7.684600e-01
550,3.939600e-04,6.845820e-01,3.510270e-03,5.139590e-04,2.726320e-01
551,3.889790e-04,6.806320e-01,5.090600e-03,9.519860e-04,7.540150e-01
552,5.695930e-04,6.690500e-01,5.233840e-03,1.504590e-03,2.730990e-01
553,5.402320e-04,7.623680e-01,3.059940e-03,1.052160e-03,7.683660e-01
554,3.939720e-04,6.848520e-01,3.507700e-03,5.135110e-04,2.726350e-01
555,3.887870e-04,6.809040e-01,5.087760e-03,9.515160e-04,7.545770e-01
556,5.693680e-04,6.690740e-01,5.231040e-03,1.504070e-03,2.730940e-01
557,5.402800e-04,7.625760e-01,3.057610e-03,1.051670e-03,7.680050e-01
558,3.939840e-04,6.851190e-01,3.505270e-03,5.130850e-04,2.726130e-01
559,3.886050e-04,6.811680e-01,5.085070e-03,9.510700e-04,7.549730e-01
560,5.691570e-04,6.690710e-01,5.228390e-03,1.503580e-03,2.730720e-01
561,5.403240e-04,7.627720e-01,3.055410e-03,1.051200e-03,7.678150e-01
562,3.939970e-04,6.853880e-01,3.502970e-03,5.126800e-04,2.725990e-01
563,3.884340e-04,6.813810e-01,5.082520e-03,9.506450e-04,7.551370e-01
564,5.689560e-04,6.690560e-01,5.225900e-03,1.503120e-03,2.730630e-01
565,5.403680e-04,7.629580e-01,3.053320e-03,1.050760e-03,7.676930e-01
566,3.940100e-04,6.856290e-01,3.500790e-03,5.122940e-04,2.726020e-01
567,3.882720e-04,6.815940e-01,5.080100e-03,9.502410e-04,7.554980e-01
568,5.687660e-04,6.690190e-01,5.223540e-03,1.502670e-03,2.730480e-01
569,5.404100e-04,7.631830e-01,3.051340e-03,1.050340e-03,7.674570e-01
570,3.940250e-04,6.858390e-01,3.498730e-03,5.119280e-04,2.725890e-01
571,3.881180e-04,6.817450e-01,5.077810e-03,9.498570e-04,7.556340e-01
572,5.685850e-04,6.689970e-01,5.221310e-03,1.502250e-03,2.730360e-01
573,5.404500e-04,7.634140e-01,3.049470e-03,1.049930e-03,7.673910e-01
574,3.940390e-04,6.860450e-01,3.496780e-03,5.115800e-04,2.725930e-01
575,3.879730e-04,6.818910e-01,5.075630e-03,9.494920e-04,7.561750e-01
576,5.684130e-04,6.689870e-01,5.219190e-03,1.501850e-03,2.730270e-01
577,5.404900e-04,7.636510e-01,3.047700e-03,1.049550e-03,7.670750e-01
578,3.941290e-04,6.856640e-01,3.494940e-03,5.112500e-04,2.720230e-01
579,3.878330e-04,6.831000e-01,5.073580e-03,9.491450e-04,7.569450e-01
580,5.683140e-04,6.688900e-01,5.217180e-03,1.501470e-03,2.726620e-01
581,5.405780e-04,7.639130e-01,3.046020e-03,1.049190e-03,7.690270e-01
582,3.941430e-04,6.860790e-01,3.493190e-03,5.109350e-04,2.720210e-01
583,3.877230e-04,6.828960e-01,5.071630e-03,9.488150e-04,7.554120e-01
584,5.681300e-04,6.689650e-01,5.215280e-03,1.501110e-03,2.728090e-01
585,5.406080e-04,7.640430e-01,3.044440e-03,1.048840e-03,7.688160e-01
586,3.941460e-04,6.862900e-01,3.491540e-03,5.106350e-04,2.721010e-01
587,3.875880e-04,6.828990e-01,5.069790e-03,9.485010e-04,7.563860e-01
588,5.679920e-04,6.689750e-01,5.213480e-03,1.500760e-03,2.727680e-01
589,5.406420e-04,7.643100e-01,3.042940e-03,1.048510e-03,7.684010e-01
590,3.941740e-04,6.863670e-01,3.489970e-03,5.103500e-04,2.720620e-01
591,3.874750e-04,6.830900e-01,5.068040e-03,9.482030e-04,7.565850e-01
592,5.678550e-04,6.689890e-01,5.211770e-03,1.500430e-03,2.727620e-01
593,5.406830e-04,7.644990e-01,3.041530e-03,1.048200e-03,7.683790e-01
594,3.941890e-04,6.865210e-01,3.488500e-03,5.100790e-04,2.720540e-01
595,3.873630e-04,6.831390e-01,5.066390e-03,9.479190e-04,7.569320e-01
596,5.677210e-04,6.689950e-01,5.210160e-03,1.500120e-03,2.727520e-01
597,5.407170e-04,7.646660e-01,3.040190e-03,1.047900e-03,7.681840e-01
598,3.942130e-04,6.866490e-01,3.487110e-03,5.098210e-04,2.720610e-01
599,3.872570e-04,6.832320e-01,5.064830e-03,9.476490e-04,7.570300e-01
600,5.675950e-04,6.690090e-01,5.208640e-03,1.499820e-03,2.727530e-01
601,5.407530e-04,7.648310e-01,3.038930e-03,1.047620e-03,7.680760e-01
602,3.942350e-04,6.867810e-01,3.485790e-03,5.095760e-04,2.720650e-01
603,3.871560e-04,6.833010e-01,5.063360e-03,9.473920e-04,7.572760e-01
604,5.674730e-04,6.690000e-01,5.207200e-03,1.499540e-03,2.727410e-01
605,5.407890e-04,7.649800e-01,3.037740e-03,1.047350e-03,7.679550e-01
606,3.941850e-04,6.874960e-01,3.484550e-03,5.093420e-04,2.726050e-01
607,3.870630e-04,6.822400e-01,5.061970e-03,9.471480e-04,7.570060e-01
608,5.672950e-04,6.690870e-01,5.205840e-03,1.499270e-03,2.730920e-01
609,5.407740e-04,7.650880e-01,3.036630e-03,1.047090e-03,7.657110e-01
610,3.942100e-04,6.873830e-01,3.483390e-03,5.091200e-04,2.726120e-01
611,3.869480e-04,6.826110e-01,5.060670e-03,9.469160e-04,7.590940e-01
612,5.672130e-04,6.689740e-01,5.204570e-03,1.499010e-03,2.729300e-01
613,5.408130e-04,7.653550e-01,3.035590e-03,1.046850e-03,7.655580e-01
614,3.943170e-04,6.868820e-01,3.482310e-03,5.089100e-04,2.719300e-01
615,3.868690e-04,6.838890e-01,5.059440e-03,9.466950e-04,7.589830e-01
616,5.671660e-04,6.688600e-01,5.203370e-03,1.498770e-03,2.725600e-01
617,5.409000e-04,7.654870e-01,3.034610e-03,1.046620e-03,7.679040e-01
618,3.943320e-04,6.872820e-01,3.481290e-03,5.087090e-04,2.719700e-01
619,3.868040e-04,6.835640e-01,5.058290e-03,9.464840e-04,7.574340e-01
620,5.670300e-04,6.689600e-01,5.202240e-03,1.498540e-03,2.727400e-01
621,5.409230e-04,7.654980e-01,3.033700e-03,1.046400e-03,7.676610e-01
622,3.942700e-04,6.880580e-01,3.480330e-03,5.085160e-04,2.726340e-01
623,3.867140e-04,6.823830e-01,5.057210e-03,9.462840e-04,7.579940e-01
624,5.668750e-04,6.690310e-01,5.201190e-03,1.498320e-03,2.730850e-01
625,5.409010e-04,7.656960e-01,3.032850e-03,1.046190e-03,7.650230e-01
626,3.943030e-04,6.878700e-01,3.479430e-03,5.083350e-04,2.725860e-01
627,3.866180e-04,6.828360e-01,5.056200e-03,9.460940e-04,7.601580e-01
628,5.668130e-04,6.689360e-01,5.200190e-03,1.498110e-03,2.728920e-01
629,5.409420e-04,7.660070e-01,3.032040e-03,1.045990e-03,7.650630e-01
630,3.943370e-04,6.879190e-01,3.478590e-03,5.081620e-04,2.724590e-01
631,3.865570e-04,6.829430e-01,5.055250e-03,9.459130e-04,7.592910e-01
632,5.667160e-04,6.689770e-01,5.199260e-03,1.497910e-03,2.729070e-01
633,5.409740e-04,7.660920e-01,3.031290e-03,1.045800e-03,7.654130e-01
634,3.944240e-04,6.875040e-01,3.477820e-03,5.079980e-04,2.719670e-01
635,3.864780e-04,6.839860e-01,5.054360e-03,9.457400e-04,7.600420e-01
636,5.666900e-04,6.688920e-01,5.198390e-03,1.497720e-03,2.725690e-01
637,5.410490e-04,7.663050e-01,3.030590e-03,1.045620e-03,7.670660e-01
638,3.944480e-04,6.877830e-01,3.477080e-03,5.078400e-04,2.719440e-01
639,3.864330e-04,6.837550e-01,5.053520e-03,9.455760e-04,7.585480e-01
640,5.665790e-04,6.690830e-01,5.197560e-03,1.497540e-03,2.726940e-01
641,5.410760e-04,7.663400e-01,3.029930e-03,1.045440e-03,7.671860e-01
642,3.944550e-04,6.878920e-01,3.476390e-03,5.076910e-04,2.720720e-01
643,3.863550e-04,6.836720e-01,5.052730e-03,9.454200e-04,7.593330e-01
644,5.665020e-04,6.691230e-01,5.196790e-03,1.497370e-03,2.727060e-01
645,5.410970e-04,7.665640e-01,3.029320e-03,1.045280e-03,7.666300e-01
646,3.944120e-04,6.884210e-01,3.475730e-03,5.075470e-04,2.725690e-01
647,3.862990e-04,6.826780e-01,5.051990e-03,9.452710e-04,7.590730e-01
648,5.663640e-04,6.693340e-01,5.196060e-03,1.497200e-03,2.730250e-01
649,5.410820e-04,7.666980e-01,3.028740e-03,1.045120e-03,7.646100e-01
650,3.944330e-04,6.881900e-01,3.475130e-03,5.074120e-04,2.725700e-01
651,3.862180e-04,6.830370e-01,5.051290e-03,9.451300e-04,7.609430e-01
652,5.663190e-04,6.693620e-01,5.195370e-03,1.497040e-03,2.728790e-01
653,5.411140e-04,7.669220e-01,3.028200e-03,1.044970e-03,7.644690e-01
654,3.944670e-04,6.881420e-01,3.474560e-03,5.072840e-04,2.724550e-01
655,3.861720e-04,6.832210e-01,5.050640e-03,9.449950e-04,7.604570e-01
656,5.662440e-04,6.695170e-01,5.194730e-03,1.496900e-03,2.728750e-01
657,5.411450e-04,7.669700e-01,3.027690e-03,1.044830e-03,7.647930e-01
658,3.944790e-04,6.881940e-01,3.474020e-03,5.071600e-04,2.725080e-01
659,3.861140e-04,6.832390e-01,5.050030e-03,9.448670e-04,7.605000e-01
660,5.661720e-04,6.696530e-01,5.194130e-03,1.496750e-03,2.729050e-01
661,5.411680e-04,7.670480e-01,3.027220e-03,1.044690e-03,7.645220e-01
662,3.945000e-04,6.881900e-01,3.473520e-03,5.070430e-04,2.725050e-01
663,3.860610e-04,6.833690e-01,5.049450e-03,9.447450e-04,7.608510e-01
664,5.661070e-04,6.697640e-01,5.193560e-03,1.496620e-03,2.728770e-01
