iteration,Ux,Uy,p,k,omega
378,8.871e-03,8.871e-03,8.871e-03,8.871e-03,8.871e-03
379,8.761e-03,8.761e-03,8.761e-03,8.761e-03,8.761e-03
380,8.652e-03,8.652e-03,8.652e-03,8.652e-03,8.652e-03
381,8.544e-03,8.544e-03,8.544e-03,8.544e-03,8.544e-03
382,8.438e-03,8.438e-03,8.438e-03,8.438e-03,8.438e-03
383,8.333e-03,8.333e-03,8.333e-03,8.333e-03,8.333e-03
384,8.230e-03,8.230e-03,8.230e-03,8.230e-03,8.230e-03
385,8.128e-03,8.128e-03,8.128e-03,8.128e-03,8.128e-03
386,8.027e-03,8.027e-03,8.027e-03,8.027e-03,8.027e-03
387,7.927e-03,7.927e-03,7.927e-03,7.927e-03,7.927e-03
388,7.828e-03,7.828e-03,7.828e-03,7.828e-03,7.828e-03
389,7.731e-03,7.731e-03,7.731e-03,7.731e-03,7.731e-03
390,7.635e-03,7.635e-03,7.635e-03,7.635e-03,7.635e-03
391,7.540e-03,7.540e-03,7.540e-03,7.540e-03,7.540e-03
392,7.447e-03,7.447e-03,7.447e-03,7.447e-03,7.447e-03
393,7.354e-03,7.354e-03,7.354e-03,7.354e-03,7.354e-03
394,7.263e-03,7.263e-03,7.263e-03,7.263e-03,7.263e-03
395,7.173e-03,7.173e-03,7.173e-03,7.173e-03,7.173e-03
396,7.083e-03,7.083e-03,7.083e-03,7.083e-03,7.083e-03
397,6.995e-03,6.995e-03,6.995e-03,6.995e-03,6.995e-03
398,6.909e-03,6.909e-03,6.909e-03,6.909e-03,6.909e-03
399,6.823e-03,6.823e-03,6.823e-03,6.823e-03,6.823e-03
400,6.738e-03,6.738e-03,6.738e-03,6.738e-03,6.738e-03
401,6.654e-03,6.654e-03,6.654e-03,6.654e-03,6.654e-03
402,6.572e-03,6.572e-03,6.572e-03,6.572e-03,6.572e-03
403,6.490e-03,6.490e-03,6.490e-03,6.490e-03,6.490e-03
404,6.409e-03,6.409e-03,6.409e-03,6.409e-03,6.409e-03
405,6.330e-03,6.330e-03,6.330e-03,6.330e-03,6.330e-03
406,6.251e-03,6.251e-03,6.251e-03,6.251e-03,6.251e-03
407,6.173e-03,6.173e-03,6.173e-03,6.173e-03,6.173e-03
408,6.097e-03,6.097e-03,6.097e-03,6.097e-03,6.097e-03
409,6.021e-03,6.021e-03,6.021e-03,6.021e-03,6.021e-03
410,5.946e-03,5.946e-03,5.946e-03,5.946e-03,5.946e-03
411,5.872e-03,5.872e-03,5.872e-03,5.872e-03,5.872e-03
412,5.799e-03,5.799e-03,5.799e-03,5.799e-03,5.799e-03
413,5.727e-03,5.727e-03,5.727e-03,5.727e-03,5.727e-03
414,5.656e-03,5.656e-03,5.656e-03,5.656e-03,5.656e-03
415,5.586e-03,5.586e-03,5.586e-03,5.586e-03,5.586e-03
416,5.517e-03,5.517e-03,5.517e-03,5.517e-03,5.517e-03
417,5.448e-03,5.448e-03,5.448e-03,5.448e-03,5.448e-03
418,5.380e-03,5.380e-03,5.380e-03,5.380e-03,5.380e-03
419,5.314e-03,5.314e-03,5.314e-03,5.314e-03,5.314e-03
420,5.248e-03,5.248e-03,5.248e-03,5.248e-03,5.248e-03
421,5.182e-03,5.182e-03,5.182e-03,5.182e-03,5.182e-03
422,5.118e-03,5.118e-03,5.118e-03,5.118e-03,5.118e-03
423,5.054e-03,5.054e-03,5.054e-03,5.054e-03,5.054e-03
424,4.992e-03,4.992e-03,4.992e-03,4.992e-03,4.992e-03
425,4.930e-03,4.930e-03,4.930e-03,4.930e-03,4.930e-03
426,4.868e-03,4.868e-03,4.868e-03,4.868e-03,4.868e-03
427,4.808e-03,4.808e-03,4.808e-03,4.808e-03,4.808e-03
428,4.748e-03,4.748e-03,4.748e-03,4.748e-03,4.748e-03
429,4.689e-03,4.689e-03,4.689e-03,4.689e-03,4.689e-03
430,4.631e-03,4.631e-03,4.631e-03,4.631e-03,4.631e-03
431,4.573e-03,4.573e-03,4.573e-03,4.573e-03,4.573e-03
432,4.517e-03,4.517e-03,4.517e-03,4.517e-03,4.517e-03
433,4.460e-03,4.460e-03,4.460e-03,4.460e-03,4.460e-03
434,4.405e-03,4.405e-03,4.405e-03,4.405e-03,4.405e-03
435,4.350e-03,4.350e-03,4.350e-03,4.350e-03,4.350e-03
436,4.296e-03,4.296e-03,4.296e-03,4.296e-03,4.296e-03
437,4.243e-03,4.243e-03,4.243e-03,4.243e-03,4.243e-03
438,4.190e-03,4.190e-03,4.190e-03,4.190e-03,4.190e-03
439,4.138e-03,4.138e-03,4.138e-03,4.138e-03,4.138e-03
440,4.087e-03,4.087e-03,4.087e-03,4.087e-03,4.087e-03
441,4.036e-03,4.036e-03,4.036e-03,4.036e-03,4.036e-03
442,3.986e-03,3.986e-03,3.986e-03,3.986e-03,3.986e-03
443,3.936e-03,3.936e-03,3.936e-03,3.936e-03,3.936e-03
444,3.887e-03,3.887e-03,3.887e-03,3.887e-03,3.887e-03
445,3.839e-03,3.839e-03,3.839e-03,3.839e-03,3.839e-03
446,3.791e-03,3.791e-03,3.791e-03,3.791e-03,3.791e-03
447,3.744e-03,3.744e-03,3.744e-03,3.744e-03,3.744e-03
448,3.698e-03,3.698e-03,3.698e-03,3.698e-03,3.698e-03
449,3.652e-03,3.652e-03,3.652e-03,3.652e-03,3.652e-03
450,3.607e-03,3.607e-03,3.607e-03,3.607e-03,3.607e-03
451,3.562e-03,3.562e-03,3.562e-03,3.562e-03,3.562e-03
452,3.518e-03,3.518e-03,3.518e-03,3.518e-03,3.518e-03
453,3.474e-03,3.474e-03,3.474e-03,3.474e-03,3.474e-03
454,3.431e-03,3.431e-03,3.431e-03,3.431e-03,3.431e-03
455,3.388e-03,3.388e-03,3.388e-03,3.388e-03,3.388e-03
456,3.346e-03,3.346e-03,3.346e-03,3.346e-03,3.346e-03
457,3.304e-03,3.304e-03,3.304e-03,3.304e-03,3.304e-03
458,3.263e-03,3.263e-03,3.263e-03,3.263e-03,3.263e-03
459,3.223e-03,3.223e-03,3.223e-03,3.223e-03,3.223e-03
460,3.183e-03,3.183e-03,3.183e-03,3.183e-03,3.183e-03
461,3.143e-03,3.143e-03,3.143e-03,3.143e-03,3.143e-03
462,3.104e-03,3.104e-03,3.104e-03,3.104e-03,3.104e-03
463,3.066e-03,3.066e-03,3.066e-03,3.066e-03,3.066e-03
464,3.028e-03,3.028e-03,3.028e-03,3.028e-03,3.028e-03
465,2.990e-03,2.990e-03,2.990e-03,2.990e-03,2.990e-03
466,2.953e-03,2.953e-03,2.953e-03,2.953e-03,2.953e-03
467,2.916e-03,2.916e-03,2.916e-03,2.916e-03,2.916e-03
468,2.880e-03,2.880e-03,2.880e-03,2.880e-03,2.880e-03
469,2.844e-03,2.844e-03,2.844e-03,2.844e-03,2.844e-03
470,2.809e-03,2.809e-03,2.809e-03,2.809e-03,2.809e-03
471,2.774e-03,2.774e-03,2.774e-03,2.774e-03,2.774e-03
472,2.739e-03,2.739e-03,2.739e-03,2.739e-03,2.739e-03
473,2.705e-03,2.705e-03,2.705e-03,2.705e-03,2.705e-03
474,2.672e-03,2.672e-03,2.672e-03,2.672e-03,2.672e-03
475,2.639e-03,2.639e-03,2.639e-03,2.639e-03,2.639e-03
476,2.606e-03,2.606e-03,2.606e-03,2.606e-03,2.606e-03
477,2.573e-03,2.573e-03,2.573e-03,2.573e-03,2.573e-03
478,2.542e-03,2.542e-03,2.542e-03,2.542e-03,2.542e-03
479,2.510e-03,2.510e-03,2.510e-03,2.510e-03,2.510e-03
480,2.479e-03,2.479e-03,2.479e-03,2.479e-03,2.479e-03
481,2.448e-03,2.448e-03,2.448e-03,2.448e-03,2.448e-03
482,2.418e-03,2.418e-03,2.418e-03,2.418e-03,2.418e-03
483,2.388e-03,2.388e-03,2.388e-03,2.388e-03,2.388e-03
484,2.358e-03,2.358e-03,2.358e-03,2.358e-03,2.358e-03
485,2.329e-03,2.329e-03,2.329e-03,2.329e-03,2.329e-03
486,2.300e-03,2.300e-03,2.300e-03,2.300e-03,2.300e-03
487,2.271e-03,2.271e-03,2.271e-03,2.271e-03,2.271e-03
488,2.243e-03,2.243e-03,2.243e-03,2.243e-03,2.243e-03
489,2.215e-03,2.215e-03,2.215e-03,2.215e-03,2.215e-03
490,2.187e-03,2.187e-03,2.187e-03,2.187e-03,2.187e-03
491,2.160e-03,2.160e-03,2.160e-03,2.160e-03,2.160e-03
492,2.133e-03,2.133e-03,2.133e-03,2.133e-03,2.133e-03
493,2.107e-03,2.107e-03,2.107e-03,2.107e-03,2.107e-03
494,2.081e-03,2.081e-03,2.081e-03,2.081e-03,2.081e-03
495,2.055e-03,2.055e-03,2.055e-03,2.055e-03,2.055e-03
496,2.029e-03,2.029e-03,2.029e-03,2.029e-03,2.029e-03
497,2.004e-03,2.004e-03,2.004e-03,2.004e-03,2.004e-03
498,1.979e-03,1.979e-03,1.979e-03,1.979e-03,1.979e-03
499,1.955e-03,1.955e-03,1.955e-03,1.955e-03,1.955e-03
500,1.930e-03,1.930e-03,1.930e-03,1.930e-03,1.930e-03
501,1.906e-03,1.906e-03,1.906e-03,1.906e-03,1.906e-03
502,1.883e-03,1.883e-03,1.883e-03,1.883e-03,1.883e-03
503,1.859e-03,1.859e-03,1.859e-03,1.859e-03,1.859e-03
504,1.836e-03,1.836e-03,1.836e-03,1.836e-03,1.836e-03
505,1.813e-03,1.813e-03,1.813e-03,1.813e-03,1.813e-03
506,1.791e-03,1.791e-03,1.791e-03,1.791e-03,1.791e-03
507,1.769e-03,1.769e-03,1.769e-03,1.769e-03,1.769e-03
508,1.747e-03,1.747e-03,1.747e-03,1.747e-03,1.747e-03
509,1.725e-03,1.725e-03,1.725e-03,1.725e-03,1.725e-03
510,1.704e-03,1.704e-03,1.704e-03,1.704e-03,1.704e-03
511,1.682e-03,1.682e-03,1.682e-03,1.682e-03,1.682e-03
512,1.662e-03,1.662e-03,1.662e-03,1.662e-03,1.662e-03
513,1.641e-03,1.641e-03,1.641e-03,1.641e-03,1.641e-03
514,1.621e-03,1.621e-03,1.621e-03,1.621e-03,1.621e-03
515,1.600e-03,1.600e-03,1.600e-03,1.600e-03,1.600e-03
516,1.581e-03,1.581e-03,1.581e-03,1.581e-03,1.581e-03
517,1.561e-03,1.561e-03,1.561e-03,1.561e-03,1.561e-03
518,1.541e-03,1.541e-03,1.541e-03,1.541e-03,1.541e-03
519,1.522e-03,1.522e-03,1.522e-03,1.522e-03,1.522e-03
520,1.503e-03,1.503e-03,1.503e-03,1.503e-03,1.503e-03
521,1.485e-03,1.485e-03,1.485e-03,1.485e-03,1.485e-03
522,1.466e-03,1.466e-03,1.466e-03,1.466e-03,1.466e-03
523,1.448e-03,1.448e-03,1.448e-03,1.448e-03,1.448e-03
524,1.430e-03,1.430e-03,1.430e-03,1.430e-03,1.430e-03
525,1.412e-03,1.412e-03,1.412e-03,1.412e-03,1.412e-03
526,1.395e-03,1.395e-03,1.395e-03,1.395e-03,1.395e-03
527,1.377e-03,1.377e-03,1.377e-03,1.377e-03,1.377e-03
528,1.360e-03,1.360e-03,1.360e-03,1.360e-03,1.360e-03
529,1.343e-03,1.343e-03,1.343e-03,1.343e-03,1.343e-03
530,1.327e-03,1.327e-03,1.327e-03,1.327e-03,1.327e-03
531,1.310e-03,1.310e-03,1.310e-03,1.310e-03,1.310e-03
532,1.294e-03,1.294e-03,1.294e-03,1.294e-03,1.294e-03
533,1.278e-03,1.278e-03,1.278e-03,1.278e-03,1.278e-03
534,1.262e-03,1.262e-03,1.262e-03,1.262e-03,1.262e-03
535,1.246e-03,1.246e-03,1.246e-03,1.246e-03,1.246e-03
536,1.231e-03,1.231e-03,1.231e-03,1.231e-03,1.231e-03
537,1.216e-03,1.216e-03,1.216e-03,1.216e-03,1.216e-03
538,1.201e-03,1.201e-03,1.201e-03,1.201e-03,1.201e-03
539,1.186e-03,1.186e-03,1.186e-03,1.186e-03,1.186e-03
540,1.171e-03,1.171e-03,1.171e-03,1.171e-03,1.171e-03
541,1.156e-03,1.156e-03,1.156e-03,1.156e-03,1.156e-03
542,1.142e-03,1.142e-03,1.142e-03,1.142e-03,1.142e-03
543,1.128e-03,1.128e-03,1.128e-03,1.128e-03,1.128e-03
544,1.114e-03,1.114e-03,1.114e-03,1.114e-03,1.114e-03
545,1.100e-03,1.100e-03,1.100e-03,1.100e-03,1.100e-03
546,1.086e-03,1.086e-03,1.086e-03,1.086e-03,1.086e-03
547,1.073e-03,1.073e-03,1.073e-03,1.073e-03,1.073e-03
548,1.059e-03,1.059e-03,1.059e-03,1.059e-03,1.059e-03
549,1.046e-03,1.046e-03,1.046e-03,1.046e-03,1.046e-03
550,1.033e-03,1.033e-03,1.033e-03,1.033e-03,1.033e-03
551,1.020e-03,1.020e-03,1.020e-03,1.020e-03,1.020e-03
552,1.008e-03,1.008e-03,1.008e-03,1.008e-03,1.008e-03
553,9.953e-04,9.953e-04,9.953e-04,9.953e-04,9.953e-04
554,9.829e-04,9.829e-04,9.829e-04,9.829e-04,9.829e-04
555,9.707e-04,9.707e-04,9.707e-04,9.707e-04,9.707e-04
556,9.586e-04,9.586e-04,9.586e-04,9.586e-04,9.586e-04
557,9.467e-04,9.467e-04,9.467e-04,9.467e-04,9.467e-04
558,9.350e-04,9.350e-04,9.350e-04,9.350e-04,9.350e-04
559,9.234e-04,9.234e-04,9.234e-04,9.234e-04,9.234e-04
560,9.119e-04,9.119e-04,9.119e-04,9.119e-04,9.119e-04
561,9.006e-04,9.006e-04,9.006e-04,9.006e-04,9.006e-04
562,8.894e-04,8.894e-04,8.894e-04,8.894e-04,8.894e-04
563,8.783e-04,8.783e-04,8.783e-04,8.783e-04,8.783e-04
564,8.674e-04,8.674e-04,8.674e-04,8.674e-04,8.674e-04
565,8.566e-04,8.566e-04,8.566e-04,8.566e-04,8.566e-04
566,8.460e-04,8.460e-04,8.460e-04,8.460e-04,8.460e-04
567,8.355e-04,8.355e-04,8.355e-04,8.355e-04,8.355e-04
568,8.251e-04,8.251e-04,8.251e-04,8.251e-04,8.251e-04
569,8.149e-04,8.149e-04,8.149e-04,8.149e-04,8.149e-04
570,8.047e-04,8.047e-04,8.047e-04,8.047e-04,8.047e-04
571,7.947e-04,7.947e-04,7.947e-04,7.947e-04,7.947e-04
572,7.849e-04,7.849e-04,7.849e-04,7.849e-04,7.849e-04
573,7.751e-04,7.751e-04,7.751e-04,7.751e-04,7.751e-04
574,7.655e-04,7.655e-04,7.655e-04,7.655e-04,7.655e-04
575,7.560e-04,7.560e-04,7.560e-04,7.560e-04,7.560e-04
576,7.466e-04,7.466e-04,7.466e-04,7.466e-04,7.466e-04
577,7.373e-04,7.373e-04,7.373e-04,7.373e-04,7.373e-04
578,7.282e-04,7.282e-04,7.282e-04,7.282e-04,7.282e-04
579,7.191e-04,7.191e-04,7.191e-04,7.191e-04,7.191e-04
580,7.102e-04,7.102e-04,7.102e-04,7.102e-04,7.102e-04
581,7.014e-04,7.014e-04,7.014e-04,7.014e-04,7.014e-04
582,6.926e-04,6.926e-04,6.926e-04,6.926e-04,6.926e-04
583,6.840e-04,6.840e-04,6.840e-04,6.840e-04,6.840e-04
584,6.755e-04,6.755e-04,6.755e-04,6.755e-04,6.755e-04
585,6.671e-04,6.671e-04,6.671e-04,6.671e-04,6.671e-04
586,6.589e-04,6.589e-04,6.589e-04,6.589e-04,6.589e-04
587,6.507e-04,6.507e-04,6.507e-04,6.507e-04,6.507e-04
588,6.426e-04,6.426e-04,6.426e-04,6.426e-04,6.426e-04
589,6.346e-04,6.346e-04,6.346e-04,6.346e-04,6.346e-04
590,6.267e-04,6.267e-04,6.267e-04,6.267e-04,6.267e-04
591,6.189e-04,6.189e-04,6.189e-04,6.189e-04,6.189e-04
592,6.113e-04,6.113e-04,6.113e-04,6.113e-04,6.113e-04
593,6.037e-04,6.037e-04,6.037e-04,6.037e-04,6.037e-04
594,5.962e-04,5.962e-04,5.962e-04,5.962e-04,5.962e-04
595,5.888e-04,5.888e-04,5.888e-04,5.888e-04,5.888e-04
596,5.814e-04,5.814e-04,5.814e-04,5.814e-04,5.814e-04
597,5.742e-04,5.742e-04,5.742e-04,5.742e-04,5.742e-04
598,5.671e-04,5.671e-04,5.671e-04,5.671e-04,5.671e-04
599,5.600e-04,5.600e-04,5.600e-04,5.600e-04,5.600e-04
600,5.531e-04,5.531e-04,5.531e-04,5.531e-04,5.531e-04
601,5.462e-04,5.462e-04,5.462e-04,5.462e-04,5.462e-04
602,5.394e-04,5.394e-04,5.394e-04,5.394e-04,5.394e-04
603,5.327e-04,5.327e-04,5.327e-04,5.327e-04,5.327e-04
604,5.261e-04,5.261e-04,5.261e-04,5.261e-04,5.261e-04
605,5.196e-04,5.196e-04,5.196e-04,5.196e-04,5.196e-04
606,5.131e-04,5.131e-04,5.131e-04,5.131e-04,5.131e-04
607,5.067e-04,5.067e-04,5.067e-04,5.067e-04,5.067e-04
608,5.005e-04,5.005e-04,5.005e-04,5.005e-04,5.005e-04
609,4.942e-04,4.942e-04,4.942e-04,4.942e-04,4.942e-04
610,4.881e-04,4.881e-04,4.881e-04,4.881e-04,4.881e-04
611,4.820e-04,4.820e-04,4.820e-04,4.820e-04,4.820e-04
612,4.760e-04,4.760e-04,4.760e-04,4.760e-04,4.760e-04
613,4.701e-04,4.701e-04,4.701e-04,4.701e-04,4.701e-04
614,4.643e-04,4.643e-04,4.643e-04,4.643e-04,4.643e-04
615,4.585e-04,4.585e-04,4.585e-04,4.585e-04,4.585e-04
616,4.528e-04,4.528e-04,4.528e-04,4.528e-04,4.528e-04
617,4.472e-04,4.472e-04,4.472e-04,4.472e-04,4.472e-04
618,4.416e-04,4.416e-04,4.416e-04,4.416e-04,4.416e-04
619,4.362e-04,4.362e-04,4.362e-04,4.362e-04,4.362e-04
620,4.307e-04,4.307e-04,4.307e-04,4.307e-04,4.307e-04
621,4.254e-04,4.254e-04,4.254e-04,4.254e-04,4.254e-04
622,4.201e-04,4.201e-04,4.201e-04,4.201e-04,4.201e-04
623,4.149e-04,4.149e-04,4.149e-04,4.149e-04,4.149e-04
624,4.097e-04,4.097e-04,4.097e-04,4.097e-04,4.097e-04
625,4.046e-04,4.046e-04,4.046e-04,4.046e-04,4.046e-04
626,3.996e-04,3.996e-04,3.996e-04,3.996e-04,3.996e-04
627,3.947e-04,3.947e-04,3.947e-04,3.947e-04,3.947e-04
628,3.898e-04,3.898e-04,3.898e-04,3.898e-04,3.898e-04
629,3.849e-04,3.849e-04,3.849e-04,3.849e-04,3.849e-04
630,3.801e-04,3.801e-04,3.801e-04,3.801e-04,3.801e-04
631,3.754e-04,3.754e-04,3.754e-04,3.754e-04,3.754e-04
632,3.707e-04,3.707e-04,3.707e-04,3.707e-04,3.707e-04
633,3.661e-04,3.661e-04,3.661e-04,3.661e-04,3.661e-04
634,3.616e-04,3.616e-04,3.616e-04,3.616e-04,3.616e-04
635,3.571e-04,3.571e-04,3.571e-04,3.571e-04,3.571e-04
636,3.527e-04,3.527e-04,3.527e-04,3.527e-04,3.527e-04
637,3.483e-04,3.483e-04,3.483e-04,3.483e-04,3.483e-04
638,3.440e-04,3.440e-04,3.440e-04,3.440e-04,3.440e-04
639,3.397e-04,3.397e-04,3.397e-04,3.397e-04,3.397e-04
640,3.355e-04,3.355e-04,3.355e-04,3.355e-04,3.355e-04
641,3.313e-04,3.313e-04,3.313e-04,3.313e-04,3.313e-04
642,3.272e-04,3.272e-04,3.272e-04,3.272e-04,3.272e-04
643,3.231e-04,3.231e-04,3.231e-04,3.231e-04,3.231e-04
644,3.191e-04,3.191e-04,3.191e-04,3.191e-04,3.191e-04
645,3.151e-04,3.151e-04,3.151e-04,3.151e-04,3.151e-04
646,3.112e-04,3.112e-04,3.112e-04,3.112e-04,3.112e-04
647,3.074e-04,3.074e-04,3.074e-04,3.074e-04,3.074e-04
648,3.035e-04,3.035e-04,3.035e-04,3.035e-04,3.035e-04
649,2.998e-04,2.998e-04,2.998e-04,2.998e-04,2.998e-04
650,2.960e-04,2.960e-04,2.960e-04,2.960e-04,2.960e-04
651,2.924e-04,2.924e-04,2.924e-04,2.924e-04,2.924e-04
652,2.887e-04,2.887e-04,2.887e-04,2.887e-04,2.887e-04
653,2.851e-04,2.851e-04,2.851e-04,2.851e-04,2.851e-04
654,2.816e-04,2.816e-04,2.816e-04,2.816e-04,2.816e-04
655,2.781e-04,2.781e-04,2.781e-04,2.781e-04,2.781e-04
656,2.747e-04,2.747e-04,2.747e-04,2.747e-04,2.747e-04
657,2.712e-04,2.712e-04,2.712e-04,2.712e-04,2.712e-04
658,2.679e-04,2.679e-04,2.679e-04,2.679e-04,2.679e-04
659,2.645e-04,2.645e-04,2.645e-04,2.645e-04,2.645e-04
660,2.613e-04,2.613e-04,2.613e-04,2.613e-04,2.613e-04
661,2.580e-04,2.580e-04,2.580e-04,2.580e-04,2.580e-04
662,2.548e-04,2.548e-04,2.548e-04,2.548e-04,2.548e-04
663,2.516e-04,2.516e-04,2.516e-04,2.516e-04,2.516e-04
664,2.485e-04,2.485e-04,2.485e-04,2.485e-04,2.485e-04
665,2.454e-04,2.454e-04,2.454e-04,2.454e-04,2.454e-04
666,2.424e-04,2.424e-04,2.424e-04,2.424e-04,2.424e-04
667,2.394e-04,2.394e-04,2.394e-04,2.394e-04,2.394e-04
668,2.364e-04,2.364e-04,2.364e-04,2.364e-04,2.364e-04
669,2.335e-04,2.335e-04,2.335e-04,2.335e-04,2.335e-04
670,2.306e-04,2.306e-04,2.306e-04,2.306e-04,2.306e-04
671,2.277e-04,2.277e-04,2.277e-04,2.277e-04,2.277e-04
672,2.249e-04,2.249e-04,2.249e-04,2.249e-04,2.249e-04
673,2.221e-04,2.221e-04,2.221e-04,2.221e-04,2.221e-04
674,2.193e-04,2.193e-04,2.193e-04,2.193e-04,2.193e-04
675,2.166e-04,2.166e-04,2.166e-04,2.166e-04,2.166e-04
676,2.139e-04,2.139e-04,2.139e-04,2.139e-04,2.139e-04
677,2.112e-04,2.112e-04,2.112e-04,2.112e-04,2.112e-04
678,2.086e-04,2.086e-04,2.086e-04,2.086e-04,2.086e-04
679,2.060e-04,2.060e-04,2.060e-04,2.060e-04,2.060e-04
680,2.035e-04,2.035e-04,2.035e-04,2.035e-04,2.035e-04
681,2.009e-04,2.009e-04,2.009e-04,2.009e-04,2.009e-04
682,1.984e-04,1.984e-04,1.984e-04,1.984e-04,1.984e-04
683,1.960e-04,1.960e-04,1.960e-04,1.960e-04,1.960e-04
684,1.935e-04,1.935e-04,1.935e-04,1.935e-04,1.935e-04
685,1.911e-04,1.911e-04,1.911e-04,1.911e-04,1.911e-04
686,1.888e-04,1.888e-04,1.888e-04,1.888e-04,1.888e-04
687,1.864e-04,1.864e-04,1.864e-04,1.864e-04,1.864e-04
688,1.841e-04,1.841e-04,1.841e-04,1.841e-04,1.841e-04
689,1.818e-04,1.818e-04,1.818e-04,1.818e-04,1.818e-04
690,1.796e-04,1.796e-04,1.796e-04,1.796e-04,1.796e-04
691,1.773e-04,1.773e-04,1.773e-04,1.773e-04,1.773e-04
692,1.751e-04,1.751e-04,1.751e-04,1.751e-04,1.751e-04
693,1.730e-04,1.730e-04,1.730e-04,1.730e-04,1.730e-04
694,1.708e-04,1.708e-04,1.708e-04,1.708e-04,1.708e-04
695,1.687e-04,1.687e-04,1.687e-04,1.687e-04,1.687e-04
696,1.666e-04,1.666e-04,1.666e-04,1.666e-04,1.666e-04
697,1.645e-04,1.645e-04,1.645e-04,1.645e-04,1.645e-04
698,1.625e-04,1.625e-04,1.625e-04,1.625e-04,1.625e-04
699,1.605e-04,1.605e-04,1.605e-04,1.605e-04,1.605e-04
700,1.585e-04,1.585e-04,1.585e-04,1.585e-04,1.585e-04
701,1.565e-04,1.565e-04,1.565e-04,1.565e-04,1.565e-04
702,1.545e-04,1.545e-04,1.545e-04,1.545e-04,1.545e-04
703,1.526e-04,1.526e-04,1.526e-04,1.526e-04,1.526e-04
704,1.507e-04,1.507e-04,1.507e-04,1.507e-04,1.507e-04
705,1.489e-04,1.489e-04,1.489e-04,1.489e-04,1.489e-04
706,1.470e-04,1.470e-04,1.470e-04,1.470e-04,1.470e-04
707,1.452e-04,1.452e-04,1.452e-04,1.452e-04,1.452e-04
708,1.434e-04,1.434e-04,1.434e-04,1.434e-04,1.434e-04
709,1.416e-04,1.416e-04,1.416e-04,1.416e-04,1.416e-04
710,1.398e-04,1.398e-04,1.398e-04,1.398e-04,1.398e-04
711,1.381e-04,1.381e-04,1.381e-04,1.381e-04,1.381e-04
712,1.364e-04,1.364e-04,1.364e-04,1.364e-04,1.364e-04
713,1.347e-04,1.347e-04,1.347e-04,1.347e-04,1.347e-04
714,1.330e-04,1.330e-04,1.330e-04,1.330e-04,1.330e-04
715,1.314e-04,1.314e-04,1.314e-04,1.314e-04,1.314e-04
716,1.297e-04,1.297e-04,1.297e-04,1.297e-04,1.297e-04
717,1.281e-04,1.281e-04,1.281e-04,1.281e-04,1.281e-04
718,1.265e-04,1.265e-04,1.265e-04,1.265e-04,1.265e-04
719,1.250e-04,1.250e-04,1.250e-04,1.250e-04,1.250e-04
720,1.234e-04,1.234e-04,1.234e-04,1.234e-04,1.234e-04
721,1.219e-04,1.219e-04,1.219e-04,1.219e-04,1.219e-04
722,1.204e-04,1.204e-04,1.204e-04,1.204e-04,1.204e-04
723,1.189e-04,1.189e-04,1.189e-04,1.189e-04,1.189e-04
724,1.174e-04,1.174e-04,1.174e-04,1.174e-04,1.174e-04
725,1.159e-04,1.159e-04,1.159e-04,1.159e-04,1.159e-04
726,1.145e-04,1.145e-04,1.145e-04,1.145e-04,1.145e-04
727,1.131e-04,1.131e-04,1.131e-04,1.131e-04,1.131e-04
728,1.117e-04,1.117e-04,1.117e-04,1.117e-04,1.117e-04
729,1.103e-04,1.103e-04,1.103e-04,1.103e-04,1.103e-04
730,1.089e-04,1.089e-04,1.089e-04,1.089e-04,1.089e-04
731,1.076e-04,1.076e-04,1.076e-04,1.076e-04,1.076e-04
732,1.062e-04,1.062e-04,1.062e-04,1.062e-04,1.062e-04
733,1.049e-04,1.049e-04,1.049e-04,1.049e-04,1.049e-04
734,1.036e-04,1.036e-04,1.036e-04,1.036e-04,1.036e-04
735,1.023e-04,1.023e-04,1.023e-04,1.023e-04,1.023e-04
736,1.010e-04,1.010e-04,1.010e-04,1.010e-04,1.010e-04
737,9.978e-05,9.978e-05,9.978e-05,9.978e-05,9.978e-05
738,9.854e-05,9.854e-05,9.854e-05,9.854e-05,9.854e-05
739,9.732e-05,9.732e-05,9.732e-05,9.732e-05,9.732e-05
740,9.611e-05,9.611e-05,9.611e-05,9.611e-05,9.611e-05
741,9.492e-05,9.492e-05,9.492e-05,9.492e-05,9.492e-05
742,9.374e-05,9.374e-05,9.374e-05,9.374e-05,9.374e-05
743,9.257e-05,9.257e-05,9.257e-05,9.257e-05,9.257e-05
744,9.142e-05,9.142e-05,9.142e-05,9.142e-05,9.142e-05
745,9.029e-05,9.029e-05,9.029e-05,9.029e-05,9.029e-05
746,8.917e-05,8.917e-05,8.917e-05,8.917e-05,8.917e-05
747,8.806e-05,8.806e-05,8.806e-05,8.806e-05,8.806e-05
748,8.697e-05,8.697e-05,8.697e-05,8.697e-05,8.697e-05
749,8.589e-05,8.589e-05,8.589e-05,8.589e-05,8.589e-05
750,8.482e-05,8.482e-05,8.482e-05,8.482e-05,8.482e-05
751,8.376e-05,8.376e-05,8.376e-05,8.376e-05,8.376e-05
752,8.272e-05,8.272e-05,8.272e-05,8.272e-05,8.272e-05
753,8.170e-05,8.170e-05,8.170e-05,8.170e-05,8.170e-05
754,8.068e-05,8.068e-05,8.068e-05,8.068e-05,8.068e-05
